//-----------------------------------------------
//メッシュフィールドの配置処理
//Author: 加藤瑞葵
//-----------------------------------------------
SET_MESHFIELD
vertical = 50
-2080.00 29.62 780.00
-1950.00 25.53 780.00
-1820.00 25.30 780.00
-1690.00 20.82 780.00
-1560.00 21.83 780.00
-1430.00 26.08 780.00
-1300.00 26.75 780.00
-1170.00 25.31 780.00
-1040.00 22.04 780.00
-910.00 22.00 780.00
-780.00 16.60 780.00
-650.00 11.52 780.00
-520.00 8.07 780.00
-390.00 7.29 780.00
-260.00 17.30 780.00
-130.00 27.04 780.00
0.00 33.46 780.00
130.00 38.38 780.00
260.00 39.97 780.00
390.00 38.09 780.00
520.00 32.90 780.00
650.00 24.79 780.00
780.00 35.97 780.00
910.00 46.70 780.00
1040.00 57.82 780.00
1170.00 55.73 780.00
1300.00 61.47 780.00
1430.00 52.41 780.00
1560.00 45.43 780.00
1690.00 33.29 780.00
1820.00 21.95 780.00
1950.00 13.05 780.00
2080.00 5.86 780.00
2210.00 5.69 780.00
2340.00 21.46 780.00
2470.00 44.05 780.00
2600.00 67.46 780.00
2730.00 91.12 780.00
2860.00 108.12 780.00
2990.00 129.09 780.00
3120.00 133.70 780.00
3250.00 128.93 780.00
-3250.00 0.00 650.00
-3120.00 0.73 650.00
-2990.00 2.42 650.00
-2860.00 4.24 650.00
-2730.00 8.22 650.00
-2600.00 12.29 650.00
-2470.00 10.25 650.00
-2340.00 14.47 650.00
-2210.00 16.74 650.00
-2080.00 17.65 650.00
-1950.00 17.37 650.00
-1820.00 14.31 650.00
-1690.00 14.64 650.00
-1560.00 18.59 650.00
-1430.00 19.36 650.00
-1300.00 20.56 650.00
-1170.00 20.11 650.00
-1040.00 17.94 650.00
-910.00 14.13 650.00
-780.00 9.83 650.00
-650.00 6.33 650.00
-520.00 6.42 650.00
-390.00 19.46 650.00
-260.00 33.23 650.00
-130.00 47.84 650.00
0.00 58.13 650.00
130.00 64.71 650.00
260.00 66.86 650.00
390.00 64.31 650.00
520.00 57.39 650.00
650.00 46.83 650.00
780.00 33.45 650.00
910.00 41.40 650.00
1040.00 50.47 650.00
1170.00 45.55 650.00
1300.00 44.80 650.00
1430.00 40.79 650.00
1560.00 33.77 650.00
1690.00 24.70 650.00
1820.00 17.91 650.00
1950.00 10.40 650.00
2080.00 8.26 650.00
2210.00 11.37 650.00
2340.00 26.23 650.00
2470.00 46.29 650.00
2600.00 67.09 650.00
2730.00 86.38 650.00
2860.00 100.10 650.00
2990.00 108.51 650.00
3120.00 112.81 650.00
3250.00 109.14 650.00
-3250.00 0.07 520.00
-3120.00 2.76 520.00
-2990.00 5.36 520.00
-2860.00 7.41 520.00
-2730.00 7.33 520.00
-2600.00 6.80 520.00
-2470.00 4.34 520.00
-2340.00 5.87 520.00
-2210.00 7.14 520.00
-2080.00 7.66 520.00
-1950.00 8.32 520.00
-1820.00 10.93 520.00
-1690.00 12.29 520.00
-1560.00 12.94 520.00
-1430.00 13.23 520.00
-1300.00 14.78 520.00
-1170.00 14.29 520.00
-1040.00 12.04 520.00
-910.00 9.49 520.00
-780.00 6.61 520.00
-650.00 3.80 520.00
-520.00 15.71 520.00
-390.00 32.37 520.00
-260.00 50.79 520.00
-130.00 65.96 520.00
0.00 78.24 520.00
130.00 86.37 520.00
260.00 89.08 520.00
390.00 85.88 520.00
520.00 77.35 520.00
650.00 64.78 520.00
780.00 49.41 520.00
910.00 47.05 520.00
1040.00 56.82 520.00
1170.00 52.47 520.00
1300.00 51.52 520.00
1430.00 47.16 520.00
1560.00 40.15 520.00
1690.00 31.52 520.00
1820.00 21.41 520.00
1950.00 13.34 520.00
2080.00 13.52 520.00
2210.00 21.11 520.00
2340.00 32.44 520.00
2470.00 49.22 520.00
2600.00 68.43 520.00
2730.00 80.76 520.00
2860.00 93.09 520.00
2990.00 101.79 520.00
3120.00 96.72 520.00
3250.00 95.70 520.00
-3250.00 11.68 390.00
-3120.00 18.65 390.00
-2990.00 22.85 390.00
-2860.00 23.11 390.00
-2730.00 22.52 390.00
-2600.00 17.73 390.00
-2470.00 11.28 390.00
-2340.00 3.74 390.00
-2210.00 1.69 390.00
-2080.00 2.92 390.00
-1950.00 5.51 390.00
-1820.00 6.14 390.00
-1690.00 7.08 390.00
-1560.00 9.50 390.00
-1430.00 8.44 390.00
-1300.00 8.92 390.00
-1170.00 8.31 390.00
-1040.00 7.01 390.00
-910.00 4.95 390.00
-780.00 2.85 390.00
-650.00 6.05 390.00
-520.00 24.48 390.00
-390.00 45.66 390.00
-260.00 64.68 390.00
-130.00 82.20 390.00
0.00 97.13 390.00
130.00 107.63 390.00
260.00 111.31 390.00
390.00 106.98 390.00
520.00 96.01 390.00
650.00 80.80 390.00
780.00 63.12 390.00
910.00 49.33 390.00
1040.00 56.93 390.00
1170.00 61.48 390.00
1300.00 54.50 390.00
1430.00 49.95 390.00
1560.00 43.04 390.00
1690.00 34.51 390.00
1820.00 25.00 390.00
1950.00 14.93 390.00
2080.00 28.01 390.00
2210.00 29.30 390.00
2340.00 41.07 390.00
2470.00 56.26 390.00
2600.00 65.95 390.00
2730.00 81.55 390.00
2860.00 63.18 390.00
2990.00 69.59 390.00
3120.00 83.30 390.00
3250.00 83.14 390.00
-3250.00 27.44 260.00
-3120.00 36.96 260.00
-2990.00 39.82 260.00
-2860.00 40.89 260.00
-2730.00 40.77 260.00
-2600.00 36.77 260.00
-2470.00 28.23 260.00
-2340.00 18.13 260.00
-2210.00 6.72 260.00
-2080.00 1.04 260.00
-1950.00 2.22 260.00
-1820.00 2.96 260.00
-1690.00 3.94 260.00
-1560.00 5.42 260.00
-1430.00 4.69 260.00
-1300.00 4.73 260.00
-1170.00 4.05 260.00
-1040.00 2.95 260.00
-910.00 1.61 260.00
-780.00 0.68 260.00
-650.00 10.67 260.00
-520.00 33.36 260.00
-390.00 54.59 260.00
-260.00 75.37 260.00
-130.00 95.32 260.00
0.00 113.57 260.00
130.00 127.92 260.00
260.00 133.54 260.00
390.00 126.95 260.00
520.00 112.14 260.00
650.00 93.68 260.00
780.00 73.64 260.00
910.00 52.81 260.00
1040.00 52.60 260.00
1170.00 56.98 260.00
1300.00 54.96 260.00
1430.00 50.11 260.00
1560.00 42.97 260.00
1690.00 34.76 260.00
1820.00 25.81 260.00
1950.00 22.84 260.00
2080.00 36.96 260.00
2210.00 38.59 260.00
2340.00 55.26 260.00
2470.00 61.74 260.00
2600.00 48.53 260.00
2730.00 47.22 260.00
2860.00 54.58 260.00
2990.00 64.71 260.00
3120.00 70.99 260.00
3250.00 67.70 260.00
-3250.00 43.89 130.00
-3120.00 55.51 130.00
-2990.00 63.63 130.00
-2860.00 61.48 130.00
-2730.00 58.52 130.00
-2600.00 57.13 130.00
-2470.00 45.95 130.00
-2340.00 33.66 130.00
-2210.00 18.78 130.00
-2080.00 5.89 130.00
-1950.00 0.44 130.00
-1820.00 0.44 130.00
-1690.00 1.08 130.00
-1560.00 1.47 130.00
-1430.00 1.46 130.00
-1300.00 1.00 130.00
-1170.00 0.99 130.00
-1040.00 0.42 130.00
-910.00 0.03 130.00
-780.00 0.00 130.00
-650.00 15.57 130.00
-520.00 37.68 130.00
-390.00 59.73 130.00
-260.00 81.70 130.00
-130.00 103.49 130.00
0.00 124.87 130.00
130.00 144.80 130.00
260.00 155.75 130.00
390.00 143.25 130.00
520.00 123.10 130.00
650.00 101.67 130.00
780.00 79.85 130.00
910.00 57.88 130.00
1040.00 50.87 130.00
1170.00 56.70 130.00
1300.00 52.82 130.00
1430.00 47.36 130.00
1560.00 40.25 130.00
1690.00 32.50 130.00
1820.00 24.48 130.00
1950.00 35.48 130.00
2080.00 49.99 130.00
2210.00 51.89 130.00
2340.00 67.86 130.00
2470.00 75.51 130.00
2600.00 65.36 130.00
2730.00 60.28 130.00
2860.00 49.87 130.00
2990.00 57.97 130.00
3120.00 62.65 130.00
3250.00 61.46 130.00
-3250.00 62.21 0.00
-3120.00 76.70 0.00
-2990.00 78.42 0.00
-2860.00 88.52 0.00
-2730.00 82.71 0.00
-2600.00 72.31 0.00
-2470.00 59.04 0.00
-2340.00 50.05 0.00
-2210.00 30.94 0.00
-2080.00 16.06 0.00
-1950.00 2.08 0.00
-1820.00 0.54 0.00
-1690.00 0.00 0.00
-1560.00 0.00 0.00
-1430.00 0.00 0.00
-1300.00 0.00 0.00
-1170.00 0.00 0.00
-1040.00 0.00 0.00
-910.00 0.00 0.00
-780.00 0.00 0.00
-650.00 16.16 0.00
-520.00 38.36 0.00
-390.00 60.55 0.00
-260.00 82.72 0.00
-130.00 104.86 0.00
0.00 126.89 0.00
130.00 148.52 0.00
260.00 163.83 0.00
390.00 146.72 0.00
520.00 125.02 0.00
650.00 102.97 0.00
780.00 80.84 0.00
910.00 58.67 0.00
1040.00 45.60 0.00
1170.00 55.28 0.00
1300.00 55.69 0.00
1430.00 49.40 0.00
1560.00 41.76 0.00
1690.00 28.53 0.00
1820.00 38.72 0.00
1950.00 58.47 0.00
2080.00 60.66 0.00
2210.00 71.29 0.00
2340.00 80.99 0.00
2470.00 80.00 0.00
2600.00 82.04 0.00
2730.00 71.87 0.00
2860.00 56.83 0.00
2990.00 55.29 0.00
3120.00 58.60 0.00
3250.00 57.18 0.00
-3250.00 75.27 -130.00
-3120.00 94.58 -130.00
-2990.00 102.41 -130.00
-2860.00 102.53 -130.00
-2730.00 106.36 -130.00
-2600.00 92.50 -130.00
-2470.00 75.87 -130.00
-2340.00 58.59 -130.00
-2210.00 41.85 -130.00
-2080.00 23.74 -130.00
-1950.00 7.15 -130.00
-1820.00 1.41 -130.00
-1690.00 0.24 -130.00
-1560.00 0.00 -130.00
-1430.00 0.00 -130.00
-1300.00 0.00 -130.00
-1170.00 0.00 -130.00
-1040.00 0.00 -130.00
-910.00 0.00 -130.00
-780.00 0.00 -130.00
-650.00 13.57 -130.00
-520.00 35.35 -130.00
-390.00 56.95 -130.00
-260.00 78.26 -130.00
-130.00 99.00 -130.00
0.00 118.51 -130.00
130.00 134.74 -130.00
260.00 141.65 -130.00
390.00 133.60 -130.00
520.00 116.93 -130.00
650.00 97.26 -130.00
780.00 76.45 -130.00
910.00 55.12 -130.00
1040.00 41.52 -130.00
1170.00 47.09 -130.00
1300.00 45.88 -130.00
1430.00 40.64 -130.00
1560.00 34.39 -130.00
1690.00 33.25 -130.00
1820.00 71.83 -130.00
1950.00 71.18 -130.00
2080.00 73.12 -130.00
2210.00 87.40 -130.00
2340.00 84.09 -130.00
2470.00 83.65 -130.00
2600.00 94.52 -130.00
2730.00 82.56 -130.00
2860.00 62.47 -130.00
2990.00 65.16 -130.00
3120.00 67.56 -130.00
3250.00 59.09 -130.00
-3250.00 86.12 -260.00
-3120.00 102.34 -260.00
-2990.00 124.61 -260.00
-2860.00 124.99 -260.00
-2730.00 115.30 -260.00
-2600.00 111.12 -260.00
-2470.00 90.98 -260.00
-2340.00 70.57 -260.00
-2210.00 51.03 -260.00
-2080.00 30.06 -260.00
-1950.00 11.59 -260.00
-1820.00 3.04 -260.00
-1690.00 0.99 -260.00
-1560.00 0.00 -260.00
-1430.00 0.00 -260.00
-1300.00 0.00 -260.00
-1170.00 0.00 -260.00
-1040.00 0.00 -260.00
-910.00 0.00 -260.00
-780.00 0.00 -260.00
-650.00 7.96 -260.00
-520.00 28.88 -260.00
-390.00 49.32 -260.00
-260.00 69.02 -260.00
-130.00 87.44 -260.00
0.00 103.52 -260.00
130.00 115.21 -260.00
260.00 119.43 -260.00
390.00 114.46 -260.00
520.00 102.29 -260.00
650.00 85.94 -260.00
780.00 67.38 -260.00
910.00 47.60 -260.00
1040.00 30.24 -260.00
1170.00 34.83 -260.00
1300.00 34.23 -260.00
1430.00 43.12 -260.00
1560.00 73.34 -260.00
1690.00 68.92 -260.00
1820.00 68.58 -260.00
1950.00 85.51 -260.00
2080.00 89.66 -260.00
2210.00 103.59 -260.00
2340.00 92.88 -260.00
2470.00 95.35 -260.00
2600.00 84.53 -260.00
2730.00 76.09 -260.00
2860.00 67.03 -260.00
2990.00 71.96 -260.00
3120.00 79.98 -260.00
3250.00 69.42 -260.00
-3250.00 98.33 -390.00
-3120.00 114.82 -390.00
-2990.00 140.65 -390.00
-2860.00 145.48 -390.00
-2730.00 132.17 -390.00
-2600.00 113.44 -390.00
-2470.00 92.76 -390.00
-2340.00 79.82 -390.00
-2210.00 57.86 -390.00
-2080.00 34.71 -390.00
-1950.00 13.94 -390.00
-1820.00 3.88 -390.00
-1690.00 1.48 -390.00
-1560.00 0.12 -390.00
-1430.00 0.00 -390.00
-1300.00 0.00 -390.00
-1170.00 0.00 -390.00
-1040.00 0.00 -390.00
-910.00 0.00 -390.00
-780.00 0.00 -390.00
-650.00 0.00 -390.00
-520.00 19.39 -390.00
-390.00 38.37 -390.00
-260.00 56.17 -390.00
-130.00 72.16 -390.00
0.00 85.33 -390.00
130.00 94.19 -390.00
260.00 97.20 -390.00
390.00 93.65 -390.00
520.00 84.35 -390.00
650.00 70.89 -390.00
780.00 54.71 -390.00
910.00 36.79 -390.00
1040.00 49.57 -390.00
1170.00 64.68 -390.00
1300.00 72.03 -390.00
1430.00 81.21 -390.00
1560.00 89.54 -390.00
1690.00 88.82 -390.00
1820.00 81.61 -390.00
1950.00 80.01 -390.00
2080.00 114.43 -390.00
2210.00 116.76 -390.00
2340.00 92.04 -390.00
2470.00 87.87 -390.00
2600.00 84.30 -390.00
2730.00 71.49 -390.00
2860.00 81.36 -390.00
2990.00 95.36 -390.00
3120.00 88.19 -390.00
3250.00 84.54 -390.00
-3250.00 101.61 -520.00
-3120.00 118.53 -520.00
-2990.00 129.68 -520.00
-2860.00 148.90 -520.00
-2730.00 139.86 -520.00
-2600.00 122.19 -520.00
-2470.00 100.48 -520.00
-2340.00 76.46 -520.00
-2210.00 55.15 -520.00
-2080.00 37.14 -520.00
-1950.00 15.20 -520.00
-1820.00 4.40 -520.00
-1690.00 1.80 -520.00
-1560.00 0.38 -520.00
-1430.00 0.00 -520.00
-1300.00 0.00 -520.00
-1170.00 0.00 -520.00
-1040.00 0.00 -520.00
-910.00 0.00 -520.00
-780.00 0.00 -520.00
-650.00 0.00 -520.00
-520.00 7.41 -520.00
-390.00 24.83 -520.00
-260.00 40.77 -520.00
-130.00 54.62 -520.00
0.00 65.57 -520.00
130.00 72.64 -520.00
260.00 74.97 -520.00
390.00 72.22 -520.00
520.00 64.78 -520.00
650.00 53.54 -520.00
780.00 39.48 -520.00
910.00 37.83 -520.00
1040.00 50.89 -520.00
1170.00 73.19 -520.00
1300.00 80.87 -520.00
1430.00 95.29 -520.00
1560.00 102.53 -520.00
1690.00 102.99 -520.00
1820.00 106.29 -520.00
1950.00 102.26 -520.00
2080.00 124.66 -520.00
2210.00 129.29 -520.00
2340.00 103.27 -520.00
2470.00 88.66 -520.00
2600.00 73.93 -520.00
2730.00 91.67 -520.00
2860.00 105.38 -520.00
2990.00 113.69 -520.00
3120.00 104.79 -520.00
3250.00 101.46 -520.00
-3250.00 87.84 -650.00
-3120.00 113.74 -650.00
-2990.00 122.91 -650.00
-2860.00 124.71 -650.00
-2730.00 119.26 -650.00
-2600.00 108.87 -650.00
-2470.00 91.47 -650.00
-2340.00 76.77 -650.00
-2210.00 55.06 -650.00
-2080.00 32.78 -650.00
-1950.00 13.06 -650.00
-1820.00 4.59 -650.00
-1690.00 1.92 -650.00
-1560.00 0.45 -650.00
-1430.00 0.00 -650.00
-1300.00 0.00 -650.00
-1170.00 0.00 -650.00
-1040.00 0.00 -650.00
-910.00 0.00 -650.00
-780.00 0.00 -650.00
-650.00 0.00 -650.00
-520.00 0.00 -650.00
-390.00 9.35 -650.00
-260.00 23.61 -650.00
-130.00 35.70 -650.00
0.00 44.99 -650.00
130.00 50.84 -650.00
260.00 52.74 -650.00
390.00 50.49 -650.00
520.00 44.33 -650.00
650.00 34.77 -650.00
780.00 25.37 -650.00
910.00 43.58 -650.00
1040.00 61.59 -650.00
1170.00 74.98 -650.00
1300.00 97.33 -650.00
1430.00 105.32 -650.00
1560.00 121.02 -650.00
1690.00 121.81 -650.00
1820.00 119.77 -650.00
1950.00 120.25 -650.00
2080.00 128.02 -650.00
2210.00 142.19 -650.00
2340.00 107.15 -650.00
2470.00 84.41 -650.00
2600.00 100.67 -650.00
2730.00 122.50 -650.00
2860.00 130.95 -650.00
2990.00 143.22 -650.00
3120.00 135.37 -650.00
3250.00 119.44 -650.00
-3250.00 78.99 -780.00
-3120.00 91.61 -780.00
-2990.00 110.02 -780.00
-2860.00 111.20 -780.00
-2730.00 106.59 -780.00
-2600.00 96.42 -780.00
-2470.00 81.58 -780.00
-2340.00 63.05 -780.00
-2210.00 45.32 -780.00
-2080.00 26.90 -780.00
-1950.00 8.28 -780.00
-1820.00 4.36 -780.00
-1690.00 1.83 -780.00
-1560.00 0.41 -780.00
-1430.00 0.00 -780.00
-1300.00 0.00 -780.00
-1170.00 0.00 -780.00
-1040.00 0.00 -780.00
-910.00 0.00 -780.00
-780.00 0.00 -780.00
-650.00 0.00 -780.00
-520.00 0.00 -780.00
-390.00 0.00 -780.00
-260.00 5.87 -780.00
-130.00 15.89 -780.00
0.00 23.93 -780.00
130.00 28.91 -780.00
260.00 30.51 -780.00
390.00 28.61 -780.00
520.00 23.36 -780.00
650.00 15.08 -780.00
780.00 29.50 -780.00
910.00 46.97 -780.00
1040.00 65.18 -780.00
1170.00 89.55 -780.00
1300.00 105.68 -780.00
1430.00 120.80 -780.00
1560.00 135.04 -780.00
1690.00 146.44 -780.00
1820.00 145.10 -780.00
1950.00 148.97 -780.00
2080.00 142.99 -780.00
2210.00 164.80 -780.00
2340.00 106.43 -780.00
2470.00 87.84 -780.00
2600.00 116.20 -780.00
2730.00 144.25 -780.00
2860.00 155.81 -780.00
2990.00 172.39 -780.00
3120.00 153.36 -780.00
3250.00 147.97 -780.00
-3250.00 65.52 -910.00
-3120.00 77.37 -910.00
-2990.00 83.33 -910.00
-2860.00 94.35 -910.00
-2730.00 90.20 -910.00
-2600.00 80.82 -910.00
-2470.00 68.32 -910.00
-2340.00 53.34 -910.00
-2210.00 34.49 -910.00
-2080.00 17.48 -910.00
-1950.00 5.68 -910.00
-1820.00 2.80 -910.00
-1690.00 1.01 -910.00
-1560.00 0.15 -910.00
-1430.00 0.00 -910.00
-1300.00 0.00 -910.00
-1170.00 0.00 -910.00
-1040.00 0.00 -910.00
-910.00 0.00 -910.00
-780.00 0.00 -910.00
-650.00 0.00 -910.00
-520.00 0.00 -910.00
-390.00 0.00 -910.00
-260.00 0.00 -910.00
-130.00 0.00 -910.00
0.00 3.53 -910.00
130.00 7.72 -910.00
260.00 9.26 -910.00
390.00 7.44 -910.00
520.00 10.69 -910.00
650.00 19.71 -910.00
780.00 30.53 -910.00
910.00 51.21 -910.00
1040.00 71.03 -910.00
1170.00 98.09 -910.00
1300.00 120.02 -910.00
1430.00 139.52 -910.00
1560.00 158.59 -910.00
1690.00 101.83 -910.00
1820.00 101.01 -910.00
1950.00 95.84 -910.00
2080.00 86.79 -910.00
2210.00 94.53 -910.00
2340.00 108.67 -910.00
2470.00 105.83 -910.00
2600.00 141.20 -910.00
2730.00 161.30 -910.00
2860.00 189.55 -910.00
2990.00 195.78 -910.00
3120.00 192.14 -910.00
3250.00 170.75 -910.00
-3250.00 48.64 -1040.00
-3120.00 60.25 -1040.00
-2990.00 66.34 -1040.00
-2860.00 67.56 -1040.00
-2730.00 64.09 -1040.00
-2600.00 57.62 -1040.00
-2470.00 48.45 -1040.00
-2340.00 37.93 -1040.00
-2210.00 21.13 -1040.00
-2080.00 8.17 -1040.00
-1950.00 4.66 -1040.00
-1820.00 2.23 -1040.00
-1690.00 0.73 -1040.00
-1560.00 0.03 -1040.00
-1430.00 0.00 -1040.00
-1300.00 0.00 -1040.00
-1170.00 0.00 -1040.00
-1040.00 0.00 -1040.00
-910.00 0.00 -1040.00
-780.00 0.00 -1040.00
-650.00 0.00 -1040.00
-520.00 0.00 -1040.00
-390.00 0.00 -1040.00
-260.00 0.00 -1040.00
-130.00 0.00 -1040.00
0.00 0.00 -1040.00
130.00 0.00 -1040.00
260.00 1.33 -1040.00
390.00 5.78 -1040.00
520.00 11.48 -1040.00
650.00 21.99 -1040.00
780.00 34.61 -1040.00
910.00 56.27 -1040.00
1040.00 85.86 -1040.00
1170.00 112.58 -1040.00
1300.00 139.78 -1040.00
1430.00 87.80 -1040.00
1560.00 96.52 -1040.00
1690.00 104.75 -1040.00
1820.00 94.52 -1040.00
1950.00 101.69 -1040.00
2080.00 112.36 -1040.00
2210.00 119.75 -1040.00
2340.00 136.03 -1040.00
2470.00 120.13 -1040.00
2600.00 148.85 -1040.00
2730.00 185.12 -1040.00
2860.00 217.44 -1040.00
2990.00 226.79 -1040.00
3120.00 208.34 -1040.00
3250.00 200.59 -1040.00
-3250.00 33.06 -1170.00
-3120.00 41.32 -1170.00
-2990.00 47.75 -1170.00
-2860.00 49.71 -1170.00
-2730.00 47.59 -1170.00
-2600.00 42.69 -1170.00
-2470.00 31.71 -1170.00
-2340.00 21.79 -1170.00
-2210.00 9.72 -1170.00
-2080.00 4.82 -1170.00
-1950.00 2.53 -1170.00
-1820.00 0.99 -1170.00
-1690.00 0.20 -1170.00
-1560.00 0.00 -1170.00
-1430.00 0.00 -1170.00
-1300.00 0.00 -1170.00
-1170.00 0.00 -1170.00
-1040.00 0.00 -1170.00
-910.00 0.00 -1170.00
-780.00 0.00 -1170.00
-650.00 0.00 -1170.00
-520.00 0.00 -1170.00
-390.00 0.00 -1170.00
-260.00 0.00 -1170.00
-130.00 0.00 -1170.00
0.00 0.00 -1170.00
130.00 0.00 -1170.00
260.00 1.45 -1170.00
390.00 5.39 -1170.00
520.00 11.52 -1170.00
650.00 20.90 -1170.00
780.00 39.24 -1170.00
910.00 65.60 -1170.00
1040.00 90.40 -1170.00
1170.00 116.24 -1170.00
1300.00 83.76 -1170.00
1430.00 99.79 -1170.00
1560.00 118.00 -1170.00
1690.00 128.15 -1170.00
1820.00 128.49 -1170.00
1950.00 129.01 -1170.00
2080.00 134.93 -1170.00
2210.00 142.64 -1170.00
2340.00 159.47 -1170.00
2470.00 184.38 -1170.00
2600.00 162.03 -1170.00
2730.00 203.10 -1170.00
2860.00 224.53 -1170.00
2990.00 236.49 -1170.00
3120.00 234.60 -1170.00
3250.00 224.40 -1170.00
-3250.00 13.51 -1300.00
-3120.00 21.34 -1300.00
-2990.00 25.38 -1300.00
-2860.00 28.20 -1300.00
-2730.00 24.65 -1300.00
-2600.00 22.40 -1300.00
-2470.00 14.55 -1300.00
-2340.00 6.43 -1300.00
-2210.00 4.18 -1300.00
-2080.00 2.37 -1300.00
-1950.00 1.53 -1300.00
-1820.00 0.49 -1300.00
-1690.00 0.00 -1300.00
-1560.00 0.00 -1300.00
-1430.00 0.00 -1300.00
-1300.00 0.00 -1300.00
-1170.00 0.00 -1300.00
-1040.00 0.00 -1300.00
-910.00 0.00 -1300.00
-780.00 0.00 -1300.00
-650.00 0.00 -1300.00
-520.00 0.00 -1300.00
-390.00 0.00 -1300.00
-260.00 0.00 -1300.00
-130.00 0.00 -1300.00
0.00 0.00 -1300.00
130.00 0.00 -1300.00
260.00 1.00 -1300.00
390.00 6.14 -1300.00
520.00 13.98 -1300.00
650.00 23.38 -1300.00
780.00 41.83 -1300.00
910.00 67.56 -1300.00
1040.00 95.10 -1300.00
1170.00 125.85 -1300.00
1300.00 100.66 -1300.00
1430.00 119.32 -1300.00
1560.00 139.05 -1300.00
1690.00 151.34 -1300.00
1820.00 149.54 -1300.00
1950.00 151.28 -1300.00
2080.00 162.18 -1300.00
2210.00 169.04 -1300.00
2340.00 177.94 -1300.00
2470.00 207.17 -1300.00
2600.00 224.53 -1300.00
2730.00 218.37 -1300.00
2860.00 242.99 -1300.00
2990.00 256.96 -1300.00
3120.00 254.36 -1300.00
3250.00 242.51 -1300.00
-3250.00 3.35 -1430.00
-3120.00 4.69 -1430.00
-2990.00 6.77 -1430.00
-2860.00 8.60 -1430.00
-2730.00 7.23 -1430.00
-2600.00 5.44 -1430.00
-2470.00 4.27 -1430.00
-2340.00 2.14 -1430.00
-2210.00 1.77 -1430.00
-2080.00 0.81 -1430.00
-1950.00 0.41 -1430.00
-1820.00 0.00 -1430.00
-1690.00 0.00 -1430.00
-1560.00 0.00 -1430.00
-1430.00 0.00 -1430.00
-1300.00 0.00 -1430.00
-1170.00 0.00 -1430.00
-1040.00 0.00 -1430.00
-910.00 0.00 -1430.00
-780.00 0.00 -1430.00
-650.00 0.00 -1430.00
-520.00 0.00 -1430.00
-390.00 0.00 -1430.00
-260.00 0.00 -1430.00
-130.00 0.00 -1430.00
0.00 0.00 -1430.00
130.00 0.00 -1430.00
260.00 0.91 -1430.00
390.00 5.87 -1430.00
520.00 14.02 -1430.00
650.00 24.80 -1430.00
780.00 42.95 -1430.00
910.00 67.73 -1430.00
1040.00 90.71 -1430.00
1170.00 86.16 -1430.00
1300.00 117.71 -1430.00
1430.00 144.14 -1430.00
1560.00 158.69 -1430.00
1690.00 174.81 -1430.00
1820.00 181.36 -1430.00
1950.00 185.22 -1430.00
2080.00 182.62 -1430.00
2210.00 184.89 -1430.00
2340.00 192.51 -1430.00
2470.00 220.88 -1430.00
2600.00 240.11 -1430.00
2730.00 257.48 -1430.00
2860.00 255.22 -1430.00
2990.00 269.70 -1430.00
3120.00 265.17 -1430.00
3250.00 254.73 -1430.00
-3250.00 0.83 -1560.00
-3120.00 1.58 -1560.00
-2990.00 1.72 -1560.00
-2860.00 1.47 -1560.00
-2730.00 1.39 -1560.00
-2600.00 1.30 -1560.00
-2470.00 0.97 -1560.00
-2340.00 0.57 -1560.00
-2210.00 0.39 -1560.00
-2080.00 0.07 -1560.00
-1950.00 0.00 -1560.00
-1820.00 0.00 -1560.00
-1690.00 0.00 -1560.00
-1560.00 0.00 -1560.00
-1430.00 0.00 -1560.00
-1300.00 0.00 -1560.00
-1170.00 0.00 -1560.00
-1040.00 0.00 -1560.00
-910.00 0.00 -1560.00
-780.00 0.00 -1560.00
-650.00 0.00 -1560.00
-520.00 0.00 -1560.00
-390.00 0.00 -1560.00
-260.00 0.00 -1560.00
-130.00 0.00 -1560.00
0.00 0.00 -1560.00
130.00 0.00 -1560.00
260.00 1.23 -1560.00
390.00 5.75 -1560.00
520.00 16.06 -1560.00
650.00 27.36 -1560.00
780.00 39.71 -1560.00
910.00 62.94 -1560.00
1040.00 83.76 -1560.00
1170.00 98.40 -1560.00
1300.00 124.60 -1560.00
1430.00 158.60 -1560.00
1560.00 168.83 -1560.00
1690.00 181.78 -1560.00
1820.00 202.48 -1560.00
1950.00 201.58 -1560.00
2080.00 199.32 -1560.00
2210.00 193.11 -1560.00
2340.00 203.24 -1560.00
2470.00 218.57 -1560.00
2600.00 183.98 -1560.00
2730.00 236.49 -1560.00
2860.00 255.87 -1560.00
2990.00 272.32 -1560.00
3120.00 287.67 -1560.00
3250.00 257.81 -1560.00
-3250.00 0.00 -1690.00
-3120.00 0.00 -1690.00
-2990.00 0.00 -1690.00
-2860.00 0.00 -1690.00
-2730.00 0.00 -1690.00
-2600.00 0.00 -1690.00
-2470.00 0.00 -1690.00
-2340.00 0.00 -1690.00
-2210.00 0.00 -1690.00
-2080.00 0.00 -1690.00
-1950.00 0.00 -1690.00
-1820.00 0.00 -1690.00
-1690.00 0.00 -1690.00
-1560.00 0.00 -1690.00
-1430.00 0.00 -1690.00
-1300.00 0.00 -1690.00
-1170.00 0.00 -1690.00
-1040.00 0.00 -1690.00
-910.00 0.00 -1690.00
-780.00 0.00 -1690.00
-650.00 0.00 -1690.00
-520.00 0.00 -1690.00
-390.00 0.00 -1690.00
-260.00 0.00 -1690.00
-130.00 0.00 -1690.00
